Subject,DataFile.Basename,formalExp,formalExpmovie.RESP,formalExpmovie.RT,keypress1answer,KeyPress1RESP,Keypress1RT,keypress2answer,KeyPress2RESP,Keypress2RT,movie1,Parray,Aarray
2,try-02-1,7,q{ENTER},34327,q,q,28334,{ENTER},{ENTER},34327,P-A-B-.avi,{ENTER},{ENTER}
2,try-02-1,7,q{ENTER},34021,q,q,28323,{ENTER},{ENTER},34021,P-A-B-.avi,{ENTER},{ENTER}
20,try-20-1,7,q{ENTER},35220,q,q,28120,{ENTER},{ENTER},35220,P-A-B-.avi,{ENTER},{ENTER}
20,try-20-1,7,q{ENTER},35866,q,q,28221,{ENTER},{ENTER},35866,P-A-B-.avi,{ENTER},{ENTER}
20,try-20-1,7,q{ENTER},34514,q,q,28209,{ENTER},{ENTER},34514,P-A-B-.avi,{ENTER},{ENTER}
20,try-20-1,7,q{ENTER},34753,q,q,28161,{ENTER},{ENTER},34753,P-A-B-.avi,{ENTER},{ENTER}
20,try-20-1,7,q{ENTER},34736,q,q,28124,{ENTER},{ENTER},34736,P-A-B-.avi,{ENTER},{ENTER}
3,try-03-1,7,q{ENTER},40990,q,q,28906,{ENTER},{ENTER},40990,P-A-B-.avi,{ENTER},{ENTER}
3,try-03-1,7,q{ENTER},38479,q,q,28242,{ENTER},{ENTER},38479,P-A-B-.avi,{ENTER},{ENTER}
3,try-03-1,7,q{ENTER},39132,q,q,28367,{ENTER},{ENTER},39132,P-A-B-.avi,{ENTER},{ENTER}
3,try-03-1,7,q{ENTER},36976,q,q,28198,{ENTER},{ENTER},36976,P-A-B-.avi,{ENTER},{ENTER}
4,try-04-1,7,q{ENTER},34235,q,q,28185,{ENTER},{ENTER},34235,P-A-B-.avi,{ENTER},{ENTER}
4,try-04-1,7,q{ENTER},34037,q,q,28262,{ENTER},{ENTER},34037,P-A-B-.avi,{ENTER},{ENTER}
4,try-04-1,7,q{ENTER},34012,q,q,28324,{ENTER},{ENTER},34012,P-A-B-.avi,{ENTER},{ENTER}
4,try-04-1,7,q{ENTER},34045,q,q,28143,{ENTER},{ENTER},34045,P-A-B-.avi,{ENTER},{ENTER}
4,try-04-1,7,q{ENTER},34334,q,q,28261,{ENTER},{ENTER},34334,P-A-B-.avi,{ENTER},{ENTER}
5,try-5-1,7,q{ENTER},33946,q,q,28039,{ENTER},{ENTER},33946,P-A-B-.avi,{ENTER},{ENTER}
5,try-5-1,7,q{ENTER},34075,q,q,28206,{ENTER},{ENTER},34075,P-A-B-.avi,{ENTER},{ENTER}
5,try-5-1,7,q{ENTER},33715,q,q,28149,{ENTER},{ENTER},33715,P-A-B-.avi,{ENTER},{ENTER}
5,try-5-1,7,q{ENTER},33769,q,q,28209,{ENTER},{ENTER},33769,P-A-B-.avi,{ENTER},{ENTER}
5,try-5-1,7,q{ENTER},33698,q,q,27525,{ENTER},{ENTER},33698,P-A-B-.avi,{ENTER},{ENTER}
6,try-6-1,7,q{ENTER},34970,q,q,28231,{ENTER},{ENTER},34970,P-A-B-.avi,{ENTER},{ENTER}
6,try-6-1,7,q{ENTER},35204,q,q,28131,{ENTER},{ENTER},35204,P-A-B-.avi,{ENTER},{ENTER}
6,try-6-1,7,q{ENTER},34902,q,q,28137,{ENTER},{ENTER},34902,P-A-B-.avi,{ENTER},{ENTER}
6,try-6-1,7,q{ENTER},35621,q,q,28206,{ENTER},{ENTER},35621,P-A-B-.avi,{ENTER},{ENTER}
6,try-6-1,7,q{ENTER},34220,q,q,28110,{ENTER},{ENTER},34220,P-A-B-.avi,{ENTER},{ENTER}
7,try-7-1,7,q{ENTER},33661,q,q,28315,{ENTER},{ENTER},33661,P-A-B-.avi,{ENTER},{ENTER}
7,try-7-1,7,q{ENTER},33518,q,q,28306,{ENTER},{ENTER},33518,P-A-B-.avi,{ENTER},{ENTER}
7,try-7-1,7,q{ENTER},33598,q,q,28258,{ENTER},{ENTER},33598,P-A-B-.avi,{ENTER},{ENTER}
7,try-7-1,7,q{ENTER},33930,q,q,28357,{ENTER},{ENTER},33930,P-A-B-.avi,{ENTER},{ENTER}
7,try-7-1,7,q{ENTER},33748,q,q,28241,{ENTER},{ENTER},33748,P-A-B-.avi,{ENTER},{ENTER}
8,try-8-1,7,q{ENTER},36405,q,q,28220,{ENTER},{ENTER},36405,P-A-B-.avi,{ENTER},{ENTER}
8,try-8-1,7,q{ENTER},39151,q,q,28298,{ENTER},{ENTER},39151,P-A-B-.avi,{ENTER},{ENTER}
8,try-8-1,7,q{ENTER},36487,q,q,28380,{ENTER},{ENTER},36487,P-A-B-.avi,{ENTER},{ENTER}
8,try-8-1,7,q{ENTER},35380,q,q,28271,{ENTER},{ENTER},35380,P-A-B-.avi,{ENTER},{ENTER}
8,try-8-1,7,q{ENTER},34588,q,q,28348,{ENTER},{ENTER},34588,P-A-B-.avi,{ENTER},{ENTER}
9,try-9-1,7,q{ENTER},35197,q,q,28144,{ENTER},{ENTER},35197,P-A-B-.avi,{ENTER},{ENTER}
9,try-9-1,7,q{ENTER},34898,q,q,28094,{ENTER},{ENTER},34898,P-A-B-.avi,{ENTER},{ENTER}
9,try-9-1,7,q{ENTER},34875,q,q,28209,{ENTER},{ENTER},34875,P-A-B-.avi,{ENTER},{ENTER}
9,try-9-1,7,q{ENTER},35512,q,q,28201,{ENTER},{ENTER},35512,P-A-B-.avi,{ENTER},{ENTER}
9,try-9-1,7,q{ENTER},35072,q,q,28225,{ENTER},{ENTER},35072,P-A-B-.avi,{ENTER},{ENTER}
10,try-10-1,7,qp,33723,q,q,28068,{ENTER},p,33723,P-A-B-.avi,{ENTER},{ENTER}
10,try-10-1,7,qp,33524,q,q,28091,{ENTER},p,33524,P-A-B-.avi,{ENTER},{ENTER}
11,try-11-1,7,qp,33386,q,q,28641,{ENTER},p,33386,P-A-B-.avi,{ENTER},{ENTER}
14,try-14-1,7,qp,34044,q,q,28525,{ENTER},p,34044,P-A-B-.avi,{ENTER},{ENTER}
15,try-15-1,7,qp,33647,q,q,28443,{ENTER},p,33647,P-A-B-.avi,{ENTER},{ENTER}
13,try-13-1,7,qq,28137,q,q,26541,{ENTER},q,28137,P-A-B-.avi,{ENTER},{ENTER}
17,try-017-1,8,qp,33554,q,q,29034,p,p,33554,P-A-B+.avi,{ENTER},{ENTER}
17,try-017-1,8,qp,34072,q,q,29644,p,p,34072,P-A-B+.avi,{ENTER},{ENTER}
17,try-017-1,8,qp,33764,q,q,28747,p,p,33764,P-A-B+.avi,{ENTER},{ENTER}
17,try-017-1,8,qp,34003,q,q,28844,p,p,34003,P-A-B+.avi,{ENTER},{ENTER}
17,try-017-1,8,qp,34422,q,q,28951,p,p,34422,P-A-B+.avi,{ENTER},{ENTER}
1,try-01-1,8,qp,33926,q,q,29329,p,p,33926,P-A-B+.avi,{ENTER},{ENTER}
1,try-01-1,8,qp,33736,q,q,29203,p,p,33736,P-A-B+.avi,{ENTER},{ENTER}
1,try-01-1,8,qp,33924,q,q,29183,p,p,33924,P-A-B+.avi,{ENTER},{ENTER}
1,try-01-1,8,qp,33981,q,q,29182,p,p,33981,P-A-B+.avi,{ENTER},{ENTER}
1,try-01-1,8,qp,33942,q,q,29320,p,p,33942,P-A-B+.avi,{ENTER},{ENTER}
10,try-10-1,8,qp,34776,q,q,28036,p,p,34776,P-A-B+.avi,{ENTER},{ENTER}
10,try-10-1,8,qp,33562,q,q,27905,p,p,33562,P-A-B+.avi,{ENTER},{ENTER}
10,try-10-1,8,qp,33385,q,q,27540,p,p,33385,P-A-B+.avi,{ENTER},{ENTER}
10,try-10-1,8,qp,33361,q,q,28085,p,p,33361,P-A-B+.avi,{ENTER},{ENTER}
10,try-10-1,8,qp,33641,q,q,27364,p,p,33641,P-A-B+.avi,{ENTER},{ENTER}
11,try-11-1,8,qp,33346,q,q,28590,p,p,33346,P-A-B+.avi,{ENTER},{ENTER}
11,try-11-1,8,qp,33337,q,q,28487,p,p,33337,P-A-B+.avi,{ENTER},{ENTER}
11,try-11-1,8,qp,33535,q,q,28682,p,p,33535,P-A-B+.avi,{ENTER},{ENTER}
11,try-11-1,8,qp,33372,q,q,28510,p,p,33372,P-A-B+.avi,{ENTER},{ENTER}
11,try-11-1,8,qp,33511,q,q,28600,p,p,33511,P-A-B+.avi,{ENTER},{ENTER}
12,try-12-1,8,qp,33442,q,q,28104,p,p,33442,P-A-B+.avi,{ENTER},{ENTER}
12,try-12-1,8,qp,33323,q,q,27368,p,p,33323,P-A-B+.avi,{ENTER},{ENTER}
12,try-12-1,8,qp,33345,q,q,27383,p,p,33345,P-A-B+.avi,{ENTER},{ENTER}
12,try-12-1,8,qp,33539,q,q,27303,p,p,33539,P-A-B+.avi,{ENTER},{ENTER}
12,try-12-1,8,qp,33375,q,q,28000,p,p,33375,P-A-B+.avi,{ENTER},{ENTER}
13,try-13-1,8,qp,33832,q,q,28132,p,p,33832,P-A-B+.avi,{ENTER},{ENTER}
13,try-13-1,8,qp,33369,q,q,28132,p,p,33369,P-A-B+.avi,{ENTER},{ENTER}
13,try-13-1,8,qp,33843,q,q,28207,p,p,33843,P-A-B+.avi,{ENTER},{ENTER}
13,try-13-1,8,qp,33342,q,q,28210,p,p,33342,P-A-B+.avi,{ENTER},{ENTER}
13,try-13-1,8,qp,33323,q,q,28157,p,p,33323,P-A-B+.avi,{ENTER},{ENTER}
14,try-14-1,8,qp,33665,q,q,28429,p,p,33665,P-A-B+.avi,{ENTER},{ENTER}
14,try-14-1,8,qp,33967,q,q,28244,p,p,33967,P-A-B+.avi,{ENTER},{ENTER}
14,try-14-1,8,qp,33676,q,q,28158,p,p,33676,P-A-B+.avi,{ENTER},{ENTER}
14,try-14-1,8,qp,33420,q,q,28276,p,p,33420,P-A-B+.avi,{ENTER},{ENTER}
14,try-14-1,8,qp,33449,q,q,28218,p,p,33449,P-A-B+.avi,{ENTER},{ENTER}
15,try-15-1,8,qp,33697,q,q,28558,p,p,33697,P-A-B+.avi,{ENTER},{ENTER}
15,try-15-1,8,qp,33839,q,q,28518,p,p,33839,P-A-B+.avi,{ENTER},{ENTER}
15,try-15-1,8,qp,33764,q,q,28519,p,p,33764,P-A-B+.avi,{ENTER},{ENTER}
15,try-15-1,8,qp,33585,q,q,28562,p,p,33585,P-A-B+.avi,{ENTER},{ENTER}
15,try-15-1,8,qp,33389,q,q,28562,p,p,33389,P-A-B+.avi,{ENTER},{ENTER}
16,try-16-1,8,qp,33754,q,q,28481,p,p,33754,P-A-B+.avi,{ENTER},{ENTER}
16,try-16-1,8,qp,33593,q,q,28382,p,p,33593,P-A-B+.avi,{ENTER},{ENTER}
16,try-16-1,8,qp,33753,q,q,28372,p,p,33753,P-A-B+.avi,{ENTER},{ENTER}
16,try-16-1,8,qp,33641,q,q,28340,p,p,33641,P-A-B+.avi,{ENTER},{ENTER}
16,try-16-1,8,qp,34217,q,q,28351,p,p,34217,P-A-B+.avi,{ENTER},{ENTER}
18,try-18-1,8,qp,33545,q,q,28414,p,p,33545,P-A-B+.avi,{ENTER},{ENTER}
18,try-18-1,8,qp,33751,q,q,28282,p,p,33751,P-A-B+.avi,{ENTER},{ENTER}
18,try-18-1,8,qp,33727,q,q,28332,p,p,33727,P-A-B+.avi,{ENTER},{ENTER}
18,try-18-1,8,qp,33768,q,q,28257,p,p,33768,P-A-B+.avi,{ENTER},{ENTER}
18,try-18-1,8,qp,33511,q,q,28312,p,p,33511,P-A-B+.avi,{ENTER},{ENTER}
19,try-19-1,8,qp,33326,q,q,28122,p,p,33326,P-A-B+.avi,{ENTER},{ENTER}
19,try-19-1,8,qp,33527,q,q,28320,p,p,33527,P-A-B+.avi,{ENTER},{ENTER}
19,try-19-1,8,qp,33358,q,q,28089,p,p,33358,P-A-B+.avi,{ENTER},{ENTER}
19,try-19-1,8,qp,33640,q,q,28213,p,p,33640,P-A-B+.avi,{ENTER},{ENTER}
19,try-19-1,8,qp,33296,q,q,28128,p,p,33296,P-A-B+.avi,{ENTER},{ENTER}
2,try-02-1,8,qp,33576,q,q,28202,p,p,33576,P-A-B+.avi,{ENTER},{ENTER}
2,try-02-1,8,qp,33599,q,q,28304,p,p,33599,P-A-B+.avi,{ENTER},{ENTER}
2,try-02-1,8,qp,33800,q,q,28402,p,p,33800,P-A-B+.avi,{ENTER},{ENTER}
2,try-02-1,8,qp,33546,q,q,28407,p,p,33546,P-A-B+.avi,{ENTER},{ENTER}
2,try-02-1,8,qp,33547,q,q,28348,p,p,33547,P-A-B+.avi,{ENTER},{ENTER}
20,try-20-1,8,qp,33404,q,q,28238,p,p,33404,P-A-B+.avi,{ENTER},{ENTER}
20,try-20-1,8,qp,33290,q,q,28249,p,p,33290,P-A-B+.avi,{ENTER},{ENTER}
20,try-20-1,8,qp,33290,q,q,28191,p,p,33290,P-A-B+.avi,{ENTER},{ENTER}
20,try-20-1,8,qp,33282,q,q,28236,p,p,33282,P-A-B+.avi,{ENTER},{ENTER}
20,try-20-1,8,qp,33290,q,q,28252,p,p,33290,P-A-B+.avi,{ENTER},{ENTER}
3,try-03-1,8,qp,33751,q,q,28453,p,p,33751,P-A-B+.avi,{ENTER},{ENTER}
3,try-03-1,8,qp,33799,q,q,28283,p,p,33799,P-A-B+.avi,{ENTER},{ENTER}
3,try-03-1,8,qp,33676,q,q,28558,p,p,33676,P-A-B+.avi,{ENTER},{ENTER}
3,try-03-1,8,qp,33658,q,q,28151,p,p,33658,P-A-B+.avi,{ENTER},{ENTER}
3,try-03-1,8,qp,33848,q,q,28134,p,p,33848,P-A-B+.avi,{ENTER},{ENTER}
4,try-04-1,8,qp,33305,q,q,28220,p,p,33305,P-A-B+.avi,{ENTER},{ENTER}
4,try-04-1,8,qp,33304,q,q,28182,p,p,33304,P-A-B+.avi,{ENTER},{ENTER}
4,try-04-1,8,qp,33275,q,q,28149,p,p,33275,P-A-B+.avi,{ENTER},{ENTER}
4,try-04-1,8,qp,33279,q,q,28170,p,p,33279,P-A-B+.avi,{ENTER},{ENTER}
4,try-04-1,8,qp,33260,q,q,28243,p,p,33260,P-A-B+.avi,{ENTER},{ENTER}
5,try-5-1,8,qp,33514,q,q,28130,p,p,33514,P-A-B+.avi,{ENTER},{ENTER}
5,try-5-1,8,qp,33492,q,q,27519,p,p,33492,P-A-B+.avi,{ENTER},{ENTER}
5,try-5-1,8,qp,33508,q,q,29689,p,p,33508,P-A-B+.avi,{ENTER},{ENTER}
5,try-5-1,8,qp,33296,q,q,28228,p,p,33296,P-A-B+.avi,{ENTER},{ENTER}
6,try-6-1,8,qp,33719,q,q,28222,p,p,33719,P-A-B+.avi,{ENTER},{ENTER}
6,try-6-1,8,qp,33409,q,q,28213,p,p,33409,P-A-B+.avi,{ENTER},{ENTER}
6,try-6-1,8,qp,33497,q,q,28080,p,p,33497,P-A-B+.avi,{ENTER},{ENTER}
6,try-6-1,8,qp,33362,q,q,28125,p,p,33362,P-A-B+.avi,{ENTER},{ENTER}
6,try-6-1,8,qp,33517,q,q,28098,p,p,33517,P-A-B+.avi,{ENTER},{ENTER}
7,try-7-1,8,qp,33518,q,q,28061,p,p,33518,P-A-B+.avi,{ENTER},{ENTER}
7,try-7-1,8,qp,33388,q,q,28366,p,p,33388,P-A-B+.avi,{ENTER},{ENTER}
7,try-7-1,8,qp,33397,q,q,28310,p,p,33397,P-A-B+.avi,{ENTER},{ENTER}
7,try-7-1,8,qp,33696,q,q,28261,p,p,33696,P-A-B+.avi,{ENTER},{ENTER}
7,try-7-1,8,qp,33371,q,q,28244,p,p,33371,P-A-B+.avi,{ENTER},{ENTER}
8,try-8-1,8,qp,34295,q,q,28206,p,p,34295,P-A-B+.avi,{ENTER},{ENTER}
8,try-8-1,8,qp,33568,q,q,28406,p,p,33568,P-A-B+.avi,{ENTER},{ENTER}
8,try-8-1,8,qp,33627,q,q,28286,p,p,33627,P-A-B+.avi,{ENTER},{ENTER}
8,try-8-1,8,qp,33694,q,q,28269,p,p,33694,P-A-B+.avi,{ENTER},{ENTER}
8,try-8-1,8,qp,33840,q,q,28259,p,p,33840,P-A-B+.avi,{ENTER},{ENTER}
9,try-9-1,8,qp,33839,q,q,28116,p,p,33839,P-A-B+.avi,{ENTER},{ENTER}
9,try-9-1,8,qp,33544,q,q,28205,p,p,33544,P-A-B+.avi,{ENTER},{ENTER}
9,try-9-1,8,qp,33431,q,q,28097,p,p,33431,P-A-B+.avi,{ENTER},{ENTER}
9,try-9-1,8,qp,33622,q,q,28115,p,p,33622,P-A-B+.avi,{ENTER},{ENTER}
9,try-9-1,8,qp,33647,q,q,28232,p,p,33647,P-A-B+.avi,{ENTER},{ENTER}
5,try-5-1,8,qq,29144,q,q,27489,p,q,29144,P-A-B+.avi,{ENTER},{ENTER}
